"","gota","lr","epocas","exactitud","precision","precision_secundaria"
"1",0.2,0.01,10,0.528674203494347,0.746897546897547,0.33256633522048
"2",0.2,0.01,20,0.605224391915039,0.765240654151255,0.383921931399757
"3",0.2,0.01,30,0.607708119218911,0.786113179448995,0.392901234567901
"4",0.2,0.01,40,0.650719424460432,0.787025768161671,0.426346639284645
"5",0.2,0.01,50,0.648424117848578,0.784003259222639,0.415099054246462
"6",0.2,0.01,60,0.643576567317575,0.778449328449328,0.416313131313131
"7",0.2,0.01,70,0.655515587529976,0.77460731162172,0.414027005155066
"8",0.2,0.01,80,0.674717368961973,0.7876280535855,0.451851851851852
"9",0.2,0.01,90,0.633898595409387,0.763722092659997,0.397273199172897
"10",0.2,0.01,100,0.650719424460432,0.767961876832845,0.407290735311445
"11",0.2,0.02,10,0.600445357999315,0.742562670719887,0.354854162231211
"12",0.2,0.02,20,0.624443302500856,0.785979114746238,0.412803886320835
"13",0.2,0.02,30,0.636382322713258,0.783756166314306,0.407473177950425
"14",0.2,0.02,40,0.655515587529976,0.789968652037618,0.428963070472504
"15",0.2,0.02,50,0.645889003083248,0.77566272094622,0.405353115404473
"16",0.2,0.02,60,0.648355601233299,0.772367703218767,0.40942599261927
"17",0.2,0.02,70,0.66031175059952,0.776408955738663,0.421519938303615
"18",0.2,0.02,80,0.672285029119561,0.772664764830663,0.434437543133195
"19",0.2,0.02,90,0.689020212401507,0.782014618109859,0.459940384358989
"20",0.2,0.02,100,0.672182254196643,0.767366643628402,0.436756924992219
"21",0.2,0.03,10,0.588454950325454,0.731960364054298,0.339275103980986
"22",0.2,0.03,20,0.636467968482357,0.788508239727752,0.421400724032303
"23",0.2,0.03,30,0.650702295306612,0.784295793049386,0.421975308641975
"24",0.2,0.03,40,0.63881466255567,0.780545112781955,0.423232323232323
"25",0.2,0.03,50,0.672267899965742,0.798043951880269,0.448826958249451
"26",0.2,0.03,60,0.643576567317575,0.782126410175191,0.417723123732252
"27",0.2,0.03,70,0.657947927372388,0.788977306218686,0.430533751962323
"28",0.2,0.03,80,0.65082219938335,0.775457860688493,0.412210338680927
"29",0.2,0.03,90,0.669869818430969,0.780114124378217,0.438624338624339
"30",0.2,0.03,100,0.669921205892429,0.776912032929114,0.442009691885991
"31",0.2,0.05,10,0.547841726618705,0.790228054801547,0.357733802178247
"32",0.2,0.05,20,0.60772524837273,0.765169168969229,0.384395346936552
"33",0.2,0.05,30,0.610071942446043,0.78403056671129,0.390465508237193
"34",0.2,0.05,40,0.612470023980815,0.768834833002898,0.382448107448107
"35",0.2,0.05,50,0.662778348749572,0.807020542875355,0.451584048920115
"36",0.2,0.05,60,0.621891058581706,0.777313266443701,0.397199453551913
"37",0.2,0.05,70,0.626789996574169,0.763400956622134,0.387339349193328
"38",0.2,0.05,80,0.645957519698527,0.786811653500351,0.417812108008186
"39",0.2,0.05,90,0.641092840013703,0.76816120997079,0.405708061002179
"40",0.2,0.05,100,0.650650907845152,0.775278654020044,0.416720783969577
"41",0.2,0.06,10,0.598081534772182,0.746344696969697,0.370191570881226
"42",0.2,0.06,20,0.600513874614594,0.780793787748059,0.406116452991453
"43",0.2,0.06,30,0.590921548475505,0.794674815965422,0.386991499696418
"44",0.2,0.06,40,0.609952038369305,0.810452948354987,0.404186795491143
"45",0.2,0.06,50,0.612452894826995,0.806524290671566,0.40388810095535
"46",0.2,0.06,60,0.609986296676944,0.802002671567889,0.393051880006394
"47",0.2,0.06,70,0.607639602603631,0.766066589237321,0.376461988304094
"48",0.2,0.06,80,0.629222336416581,0.785778926955398,0.404902067267659
"49",0.2,0.06,90,0.641127098321343,0.791638535386606,0.422047262966159
"50",0.2,0.06,100,0.624443302500856,0.768005707806189,0.40073145245559
"51",0.2,0.1,10,0.384840698869476,NA,0.293534186735119
"52",0.2,0.1,20,0.68189448441247,0.719836540008917,NA
"53",0.2,0.1,30,0.573809523809524,0.699634825281646,0.244047619047619
"54",0.2,0.1,40,0.449486125385406,NA,0.33581946037373
"55",0.2,0.1,50,0.423107228502912,NA,0.333461641601646
"56",0.2,0.1,60,0.437392942788626,NA,0.339518284362409
"57",0.2,0.1,70,0.432648167180541,NA,0.337234174924212
"58",0.2,0.1,80,0.439979445015416,NA,0.335814971716007
"59",0.2,0.1,90,0.401661527920521,NA,0.323247905892718
"60",0.2,0.1,100,0.413669064748201,NA,0.327009031073014
"61",0.3,0.01,10,0.545306611853374,0.755297334244703,0.34209808140236
"62",0.3,0.01,20,0.602774922918808,0.758939077987401,0.383820662768031
"63",0.3,0.01,30,0.609969167523124,0.774729103648964,0.410508489987043
"64",0.3,0.01,40,0.63883179170949,0.797174755069492,0.430502293405519
"65",0.3,0.01,50,0.643610825625214,0.790303960495145,0.418540205788091
"66",0.3,0.01,60,0.62927372387804,0.772298221614227,0.39854034238052
"67",0.3,0.01,70,0.643542309009935,0.790382819794584,0.417712842712843
"68",0.3,0.01,80,0.648424117848578,0.768639962188349,0.410576626580327
"69",0.3,0.01,90,0.643508050702295,0.767264877236787,0.406567717996289
"70",0.3,0.01,100,0.674665981500514,0.786376586376586,0.448302085061667
"71",0.3,0.02,10,0.597978759849263,0.758323980546203,0.367667779013719
"72",0.3,0.02,20,0.631483384720795,0.788095238095238,0.419755612389884
"73",0.3,0.02,30,0.636365193559438,0.782010253141021,0.411054131054131
"74",0.3,0.02,40,0.662709832134293,0.808755030977253,0.448235275017858
"75",0.3,0.02,50,0.631586159643714,0.801452113711421,0.412520450677602
"76",0.3,0.02,60,0.631603288797533,0.779372703065514,0.401185332890218
"77",0.3,0.02,70,0.657965056526208,0.795299049609394,0.436005171299289
"78",0.3,0.02,80,0.657930798218568,0.770024472412916,0.41972920696325
"79",0.3,0.02,90,0.64830421377184,0.757963583511648,0.403559623696923
"80",0.3,0.02,100,0.657810894141829,0.77321551023583,0.432004468236352
"81",0.3,0.03,10,0.605087358684481,0.756258797649781,0.378484320557491
"82",0.3,0.03,20,0.634001370332306,0.802427887292572,0.41503011259492
"83",0.3,0.03,30,0.643525179856115,0.793000866813358,0.415968212578382
"84",0.3,0.03,40,0.657862281603289,0.799516482656017,0.430884231087071
"85",0.3,0.03,50,0.621873929427886,0.789429804309141,0.404535551594375
"86",0.3,0.03,60,0.626772867420349,0.770528639033,0.391177793654574
"87",0.3,0.03,70,0.653168893456663,0.782845381594544,0.420723270440252
"88",0.3,0.03,80,0.638883179170949,0.770812520812521,0.403908999497235
"89",0.3,0.03,90,0.66981843096951,0.786682665993011,0.44726800976801
"90",0.3,0.03,100,0.669767043508051,0.779809160243943,0.443925503084818
"91",0.3,0.05,10,0.543165467625899,0.808815126486936,0.362222044472884
"92",0.3,0.05,20,0.617163412127441,0.782909803590242,0.400557297109021
"93",0.3,0.05,30,0.619510106200754,0.79544534997977,0.398551084616658
"94",0.3,0.05,40,0.641127098321343,0.78661311914324,0.417561761546724
"95",0.3,0.05,50,0.598030147310723,0.771558390111385,0.371976887076111
"96",0.3,0.05,60,0.631586159643714,0.803891138101664,0.413669875964958
"97",0.3,0.05,70,0.641161356628983,0.769415538177374,0.415534767366066
"98",0.3,0.05,80,0.672267899965742,0.791830085351568,0.446821152703506
"99",0.3,0.05,90,0.629119561493662,0.772489440968006,0.398086253369272
"100",0.3,0.05,100,0.674648852346694,0.79959304132593,0.459411663216011
"101",0.3,0.06,10,0.60513874614594,0.749303938442847,0.355130784708249
"102",0.3,0.06,20,0.607605344295992,0.793740573152338,0.396841959355917
"103",0.3,0.06,30,0.590835902706406,0.823999298192847,0.392833224614047
"104",0.3,0.06,40,0.619595751969853,0.843383311603651,0.426143226919758
"105",0.3,0.06,50,0.59570058239123,0.812793305728088,0.394006940191876
"106",0.3,0.06,60,0.581312093182597,0.775964168925195,0.364622414622415
"107",0.3,0.06,70,0.583727303871189,0.79458736811678,0.378997198715509
"108",0.3,0.06,80,0.622113737581363,0.799897470950103,0.403993855606759
"109",0.3,0.06,90,0.62673860911271,0.798989084729515,0.404930194933759
"110",0.3,0.06,100,0.667420349434738,0.806121170745151,0.456172839506173
"111",0.3,0.1,10,0.291880781089414,NA,0.291880781089414
"112",0.3,0.1,20,0.708119218910586,0.708119218910586,NA
"113",0.3,0.1,30,0.612195957519698,0.710753177317631,NA
"114",0.3,0.1,40,0.402106885919836,NA,NA
"115",0.3,0.1,50,0.533059266872216,NA,NA
"116",0.3,0.1,60,0.499725933538883,NA,NA
"117",0.3,0.1,70,0.483059266872217,NA,NA
"118",0.3,0.1,80,0.473535457348407,NA,NA
"119",0.3,0.1,90,0.478297362110312,NA,NA
"120",0.3,0.1,100,0.490202124015074,NA,NA
"121",0.4,0.01,10,0.542959917780062,0.76900290632685,0.346385542168675
"122",0.4,0.01,20,0.598013018156903,0.759369741208762,0.380116959064327
"123",0.4,0.01,30,0.593268242548818,0.763026686300344,0.375087004498769
"124",0.4,0.01,40,0.636450839328537,0.786609686609687,0.415678177429329
"125",0.4,0.01,50,0.667540253511477,0.81537204070021,0.458412446623565
"126",0.4,0.01,60,0.643593696471394,0.783580661273533,0.41480881691408
"127",0.4,0.01,70,0.648355601233299,0.79172258050507,0.42275586049171
"128",0.4,0.01,80,0.66031175059952,0.803094149999011,0.438256554765989
"129",0.4,0.01,90,0.65779376498801,0.781893104633701,0.428293650793651
"130",0.4,0.01,100,0.66031175059952,0.767849869664386,0.426612238165924
"131",0.4,0.02,10,0.590784515244947,0.759727588494712,0.365490975327041
"132",0.4,0.02,20,0.62675573826653,0.780235613187558,0.415151515151515
"133",0.4,0.02,30,0.62929085303186,0.781413031413031,0.402777777777778
"134",0.4,0.02,40,0.600479616306954,0.755123958646994,0.362173825368018
"135",0.4,0.02,50,0.61724905789654,0.786363168579902,0.397424241018552
"136",0.4,0.02,60,0.612401507365536,0.769977988324242,0.38250319284802
"137",0.4,0.02,70,0.643473792394656,0.798734856874392,0.424687737590963
"138",0.4,0.02,80,0.667471736896197,0.78966218966219,0.442176870748299
"139",0.4,0.02,90,0.643508050702295,0.777125040067605,0.402395118230359
"140",0.4,0.02,100,0.633932853717026,0.765457121063528,0.398452611218569
"141",0.4,0.03,10,0.595529290853032,0.771134338298517,0.379864311315924
"142",0.4,0.03,20,0.653083247687564,0.816446256995037,0.436977566326362
"143",0.4,0.03,30,0.622147995889003,0.790775401069519,0.408671023965142
"144",0.4,0.03,40,0.665142171976704,0.809304577415233,0.442485361093038
"145",0.4,0.03,50,0.614885234669407,0.798276786493597,0.394135747560405
"146",0.4,0.03,60,0.631637547105173,0.78853923698418,0.406184486373166
"147",0.4,0.03,70,0.638848920863309,0.787295825771325,0.416862899005756
"148",0.4,0.03,80,0.657999314833847,0.799508011145942,0.437858220211161
"149",0.4,0.03,90,0.645889003083248,0.789759036144578,0.421434850743416
"150",0.4,0.03,100,0.667505995203837,0.784501213072642,0.450417565400144
"151",0.4,0.05,10,0.55262076053443,0.81169192742286,0.363679673321234
"152",0.4,0.05,20,0.581363480644056,0.768201297613062,0.369016385897082
"153",0.4,0.05,30,0.593302500856458,0.788020621353955,0.378221364089086
"154",0.4,0.05,40,0.607673860911271,0.791266266266266,0.388641767006672
"155",0.4,0.05,50,0.60772524837273,0.807265562476719,0.396552532733032
"156",0.4,0.05,60,0.612504282288455,0.788461538461538,0.391763826983288
"157",0.4,0.05,70,0.641127098321343,0.795275893092535,0.422007061679356
"158",0.4,0.05,80,0.583778691332648,0.751130102551291,0.353466348586713
"159",0.4,0.05,90,0.60520726276122,0.784457778128664,0.38481536678258
"160",0.4,0.05,100,0.624426173347037,0.769014442721102,0.402173122385888
"161",0.4,0.06,10,0.569458718739294,0.827066486972147,0.392919588623176
"162",0.4,0.06,20,0.586159643713601,0.793914084857534,0.401488137688394
"163",0.4,0.06,30,0.5741349777321,0.779940733355489,0.372703340595497
"164",0.4,0.06,40,0.607622473449812,0.809406231628454,0.393673479941564
"165",0.4,0.06,50,0.586159643713601,0.807769726247987,0.384203980099502
"166",0.4,0.06,60,0.588557725248373,0.790518378314691,0.376045400238949
"167",0.4,0.06,70,0.567077766358342,0.76619573074797,0.349054458888354
"168",0.4,0.06,80,0.597978759849264,0.795739348370927,0.383482861743731
"169",0.4,0.06,90,0.588472079479274,0.791225988409087,0.372453764489627
"170",0.4,0.06,100,0.64828708461802,0.819041359915683,0.429720938195514
"171",0.4,0.1,10,0.332648167180541,NA,0.293247385218188
"172",0.4,0.1,20,0.593011305241521,0.733201855504014,NA
"173",0.4,0.1,30,0.588300787941076,0.751497120060961,NA
"174",0.4,0.1,40,0.469167523124358,0.671641291617868,NA
"175",0.4,0.1,50,0.535834189791024,0.735920253344363,NA
"176",0.4,0.1,60,0.55255224391915,0.733730623474642,NA
"177",0.4,0.1,70,0.509558067831449,0.702436615986981,NA
"178",0.4,0.1,80,0.53362452894827,0.73854707278953,NA
"179",0.4,0.1,90,0.554984583761562,0.729516930740415,NA
"180",0.4,0.1,100,0.543148338472079,0.753752569527501,NA
"181",0.5,0.01,10,0.56462829736211,0.781094483619674,0.359559711072366
"182",0.5,0.01,20,0.588472079479274,0.763357013357013,0.36734482350154
"183",0.5,0.01,30,0.567009249743063,0.76153807514567,0.353837953091684
"184",0.5,0.01,40,0.657982185680027,0.81500050185687,0.44157002676182
"185",0.5,0.01,50,0.634035628639945,0.803533995906188,0.419108494062688
"186",0.5,0.01,60,0.624494689962316,0.794934953792463,0.402945788530466
"187",0.5,0.01,70,0.617197670435081,0.781069958847737,0.391954022988506
"188",0.5,0.01,80,0.648389859540939,0.798887769428469,0.425305688463583
"189",0.5,0.01,90,0.66031175059952,0.820689563893852,0.436720982851699
"190",0.5,0.01,100,0.643627954779034,0.778345941907164,0.423523706149973
"191",0.5,0.02,10,0.585988352175403,0.7917004048583,0.379494304086695
"192",0.5,0.02,20,0.588557725248373,0.796233287148277,0.37991822991823
"193",0.5,0.02,30,0.578999657416924,0.761291779584462,0.363542757702714
"194",0.5,0.02,40,0.655549845837616,0.812073721241555,0.440909876287235
"195",0.5,0.02,50,0.631569030489894,0.784203063941626,0.403943388689151
"196",0.5,0.02,60,0.631586159643714,0.800100916486459,0.408218125960061
"197",0.5,0.02,70,0.622130866735183,0.795096900548837,0.407239057239057
"198",0.5,0.02,80,0.619681397738952,0.775499908273711,0.385331716688536
"199",0.5,0.02,90,0.657879410757109,0.810444045176077,0.435693935693936
"200",0.5,0.02,100,0.638900308324769,0.784910588708057,0.420363382693344
"201",0.5,0.03,10,0.573963686193902,0.777432816827607,0.368997668997669
"202",0.5,0.03,20,0.598132922233642,0.813739316239316,0.400069444444444
"203",0.5,0.03,30,0.590853031860226,0.777963582311408,0.37868097000831
"204",0.5,0.03,40,0.612350119904077,0.793489025594289,0.394345238095238
"205",0.5,0.03,50,0.595614936622131,0.7784229390681,0.373690476190476
"206",0.5,0.03,60,0.63878040424803,0.797469247832224,0.411619861619862
"207",0.5,0.03,70,0.621976704350805,0.791260470644674,0.404823989569752
"208",0.5,0.03,80,0.614833847207948,0.777384563532187,0.384283384912316
"209",0.5,0.03,90,0.600479616306954,0.777114402364236,0.37891621129326
"210",0.5,0.03,100,0.619647139431312,0.773890884766155,0.389528949342176
"211",0.5,0.05,10,0.50255224391915,0.777845915899497,0.336622641112932
"212",0.5,0.05,20,0.547773210003426,0.767989417989418,0.347482053811168
"213",0.5,0.05,30,0.586108256252141,0.783365760042353,0.370840270840271
"214",0.5,0.05,40,0.593268242548818,0.804520917678812,0.383297583297583
"215",0.5,0.05,50,0.590955806783145,0.78310415075121,0.375874722648916
"216",0.5,0.05,60,0.602809181226447,0.814117951402049,0.396493896493896
"217",0.5,0.05,70,0.593268242548818,0.782820976491863,0.380379041248606
"218",0.5,0.05,80,0.571822541966427,0.768141009801499,0.358445865908552
"219",0.5,0.05,90,0.583710174717369,0.788731009576751,0.374674485207247
"220",0.5,0.05,100,0.598150051387461,0.780290685528397,0.385323826500297
"221",0.5,0.06,10,0.547773210003426,0.78714937438766,0.352386964886965
"222",0.5,0.06,20,0.581226447413498,0.768917835279391,0.374300279888045
"223",0.5,0.06,30,0.555035971223022,0.767596338088141,0.34959565394348
"224",0.5,0.06,40,0.598064405618362,0.807899894467059,0.389874331655154
"225",0.5,0.06,50,0.581414868105516,0.83049516023806,0.38379504165412
"226",0.5,0.06,60,0.571788283658787,0.805548528543722,0.375665905631659
"227",0.5,0.06,70,0.566957862281603,0.788603833957089,0.364556636652983
"228",0.5,0.06,80,0.581346351490236,0.795334589560183,0.372812372812373
"229",0.5,0.06,90,0.593319630010278,0.812240047534165,0.389647244195768
"230",0.5,0.06,100,0.56461116820829,0.767966428995841,0.350137200677428
"231",0.5,0.1,10,0.375813634806441,NA,0.309040386738228
"232",0.5,0.1,20,0.585817060637205,0.735172576224735,NA
"233",0.5,0.1,30,0.571428571428571,0.723153345455504,NA
"234",0.5,0.1,40,0.39739636861939,NA,0.27095509664317
"235",0.5,0.1,50,0.430969510106201,NA,NA
"236",0.5,0.1,60,0.588215142171977,0.744245156869896,NA
"237",0.5,0.1,70,0.576241863651936,0.72909947903746,NA
"238",0.5,0.1,80,0.569047619047619,0.722468179302712,NA
"239",0.5,0.1,90,0.58102089756766,0.73963686193902,NA
"240",0.5,0.1,100,0.573826652963344,0.711987092353767,NA
"241",0.6,0.01,10,0.569253168893457,0.790034959720322,0.367681532304174
"242",0.6,0.01,20,0.578828365878726,0.77889133152291,0.369768616087109
"243",0.6,0.01,30,0.567009249743063,0.787251338518142,0.365515617586869
"244",0.6,0.01,40,0.626909900650908,0.804329525935213,0.4066898493128
"245",0.6,0.01,50,0.610054813292223,0.81085152656018,0.396132208157525
"246",0.6,0.01,60,0.581312093182597,0.75965811965812,0.35573414267496
"247",0.6,0.01,70,0.583727303871189,0.772904483430799,0.3677581832899
"248",0.6,0.01,80,0.638729016786571,0.811386462233316,0.423054070112894
"249",0.6,0.01,90,0.612418636519356,0.779444444444444,0.384641138313455
"250",0.6,0.01,100,0.617180541281261,0.77937980327575,0.393524112457099
"251",0.6,0.02,10,0.545289482699555,0.79996954287833,0.360709695381717
"252",0.6,0.02,20,0.57416923603974,0.807607854879357,0.379856254856255
"253",0.6,0.02,30,0.581363480644056,0.770120653849584,0.370451877934272
"254",0.6,0.02,40,0.59573484069887,0.789569308330476,0.380781921899596
"255",0.6,0.02,50,0.590955806783145,0.814354293441515,0.390760978472461
"256",0.6,0.02,60,0.58359027064063,0.809201708353211,0.375631313131313
"257",0.6,0.02,70,0.605292908530319,0.792661988926798,0.388230127360562
"258",0.6,0.02,80,0.590887290167866,0.7744523994524,0.369683838870165
"259",0.6,0.02,90,0.593251113394998,0.777485277485278,0.371329735713297
"260",0.6,0.02,100,0.602860568687907,0.773298118582705,0.382781879500501
"261",0.6,0.03,10,0.554933196300103,0.750245402428622,0.338266998341625
"262",0.6,0.03,20,0.578914011647825,0.789358883312347,0.381340161080608
"263",0.6,0.03,30,0.598150051387461,0.781911552499788,0.387451968097129
"264",0.6,0.03,40,0.593388146625557,0.795159915298518,0.392497625830959
"265",0.6,0.03,50,0.583675916409729,0.819718980709693,0.382331386694149
"266",0.6,0.03,60,0.583744433025009,0.795180492363591,0.377426495073554
"267",0.6,0.03,70,0.56462829736211,0.774336699366417,0.357388777107087
"268",0.6,0.03,80,0.598132922233642,0.784885683966815,0.379033518679797
"269",0.6,0.03,90,0.610037684138404,0.804471965271016,0.395709903173234
"270",0.6,0.03,100,0.600411099691675,0.78733770886475,0.386030061892131
"271",0.6,0.05,10,0.550256937307297,0.784770114942529,0.353606054265188
"272",0.6,0.05,20,0.588506337786913,0.81788316419464,0.392061179777329
"273",0.6,0.05,30,0.550325453922576,0.768759221998659,0.34609885620915
"274",0.6,0.05,40,0.571925316889346,0.77952497952498,0.364823478283099
"275",0.6,0.05,50,0.557416923603974,0.79590395480226,0.36203216374269
"276",0.6,0.05,60,0.571651250428229,0.802544653780279,0.370721987810595
"277",0.6,0.05,70,0.56461116820829,0.80504264450239,0.371236367946894
"278",0.6,0.05,80,0.528828365878726,0.757808499743984,0.3342228547708
"279",0.6,0.05,90,0.552535114765331,0.77016973636692,0.348152269916976
"280",0.6,0.05,100,0.540715998629668,0.763283862876254,0.343174603174603
"281",0.6,0.06,10,0.49743062692703,0.785312899106003,0.33878221760941
"282",0.6,0.06,20,0.559883521754025,0.808144165671047,0.36902286166992
"283",0.6,0.06,30,0.535902706406304,0.79193871077929,0.35437430786268
"284",0.6,0.06,40,0.550171291538198,0.819173219315366,0.368821440296058
"285",0.6,0.06,50,0.533504624871531,0.809988776655443,0.357222113651662
"286",0.6,0.06,60,0.543028434395341,0.829018644494835,0.364860994365057
"287",0.6,0.06,70,0.557434052757794,0.837703649397198,0.370652876535229
"288",0.6,0.06,80,0.523912298732443,0.797047554654046,0.348090300421721
"289",0.6,0.06,90,0.540578965399109,0.824048907067775,0.364197472627116
"290",0.6,0.06,100,0.535799931483385,0.786630036630037,0.351933184297123
"291",0.6,0.1,10,0.461939020212402,0.797979797979798,0.327335680701442
"292",0.6,0.1,20,0.478639945186708,0.790699133001291,NA
"293",0.6,0.1,30,0.507074340527578,0.721865985472492,NA
"294",0.6,0.1,40,0.428383007879411,0.794055944055944,0.309114018599807
"295",0.6,0.1,50,0.454642000685166,0.756952879255038,NA
"296",0.6,0.1,60,0.471445700582391,0.767432276401101,NA
"297",0.6,0.1,70,0.495357999314834,0.802446215070954,NA
"298",0.6,0.1,80,0.476224734498116,0.77992990223206,NA
"299",0.6,0.1,90,0.488112367249058,0.780141063619692,NA
"300",0.6,0.1,100,0.423432682425488,0.736294395568589,0.286159626739337
